ID,Text,Label
345,Amazing how relaxed I can feel knowing all the work I've been putting off,1
346,"""Really? I thought you would feel threatened, not relaxed. Also shouldn't you look for your phone?""",1
347,"Bigby weirdly felt relaxed around this hunter for some reason he couldn't explain""I feel relaxed around you and I dunno why..""",1
348,I love masks and this sheet mask made me feel relaxed and refreshed. https://www.ipsy.com/new?sid=twitter&refer=yy7i9&cid=productreview …,1
349,Why am i so chill and relaxed... I feel like something really bad's about to happen...,1
350,I haven't felt this relaxed in such a long time... it feels amazing ,1
351,I'm so behind in my classes but I feel pretty relaxed. Thank the Lord for C Winnie and Mary J.,1
352,I feel so relaxed ,1
353,"If that happens, I'll probably feel a little more relaxed.",1
354,I had the nicest week. I was so relaxed and positive minded. It's so amazing to feel good.,1
355,I feel soo relaxed after the salt cave ,1
356,Need to find a way to incorporate more staycations in the budget. I feel more relaxed already.,1
357,"thanks for responding man, I very much needed that explanation. I feel more relaxed now!",1
358,"Melania led us in prayer... I feel like she probably prays everyday. Trump is tieless, it's his relaxed and casual look. 
God bless America",1
359,Back from the spa. I feel so relaxed... ,1
360,that took ASMR to a whole new level. I feel so relaxed now haha...,1
361,I feel more drained than I do relaxed after this week off,1
362,For some reason I feel so relaxed.,1
363,Wearing face mask while doing HW with no reason. It smells and feels good so maybe I just wanna be relaxed... pic.twitter.com/kmex6pHNH3,1
364,ah forests make me relaxed and calm; I feel like a wood elf at times :),1
365,RT @LeticiaRaeFTSL: Every time I pick up this book I immediately feel #relaxed and completely #inspired.pic.twitter.com/D0f0YhY9Hk,1
366,"I feel like I was most relaxed against Alex that match was super fun for me,and when you chose karin,and 3rd most comfy juri forme",1
367,bruh . Holly has hands from HEAVEN!! i feel so relaxed ,1
368,"*feels relaxed for once*
me: wait I feel drunk but I didnt have any alcohol today?
also me: oh i guess this is just how normal people feel",1
369,"Ah... The rain. How I love the rain, it makes me feel so relaxed and happy.",1
370,I feel much more calm and relaxed now.,1
371,"i just had my first shower with ""feel active"" now, to complete that set, i just need ""feel relaxed"" then i will move to the new set fully.",1
372,I showered in cold water and I feel relaxed,1
373,I'll listen to some music this afternoon. The sun is obscured by clouds. The ocean is still. I feel relaxed.,1
374,elephants&rhinos honestly saved me.I feel relaxed &content.All animals  but something special 4 me with them#itsworthsaving,1
375,in that you feel so content and relaxed you start dozing off. I've been victim to that a few times.,1
376,update: hend explained to me the dynamics of her hijab wearing techniques and I feel much relaxed now,1
377,"today i stayed home and relaxed , ate good , did some work , did some research and i feel so good",1
378,Arizona didn't even rank! That's why I feel so relaxed here. https://twitter.com/cosmopolitan/status/833044721475973120 …,1
379,i deserved that i feel relaxed now,1
380,I love cleaning a little more than I should. It makes me feel so relaxed when everything is all clean and sanitized.,1
381,i feel so many chill oh my god im so relaxed,1
382,I feel relaxed by just reading about it. :),1
383,"Whenever I'm feeling stressed, I just look at this picture of Seth Rogen riding Space Mountain and I instantly feel relaxed pic.twitter.com/Xf98Rq3FDb",1
384,"I'm pretty sure if you sleep a bunch, because of how relaxed your body is it wants to keep sleeping. If you want to feel more awake",1
385,You need Geoffrey from The Fresh Prince! I feel sleepy and relaxed after having a hot bath. Perhaps give that a go.,1
386,"I much prefer a bottle of Sauvignon to any medication. Seriously, my back feels so much more relaxed now. ",1
387,"i hope you get to enjoy your saturday in the best way possible, you deserve to have fun and feel relaxed!",1
388,I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/kT2LthQAcY,1
389,Chief kim feels like weightlifting fairy Kim bookjoo I love to feel relaxed at the end of the eps and not stressed unlike other dramas,1
390,"yeah I've been on edge today too, *soft hugs* hope you feel more relaxed soon ",1
391,"Jesica was right, changing my work pattern really paid off. I'm happier,sleep well,full of energy and feel more relaxed. I feel like a boss",1
392,"Happy Saturday !!!!
I feel so relaxed Today
Great Night last night, Totally looking forward to a repeat tonight",1
393,hi kapu .i want to co me to ur show.i alway feel very relaxed to seeing ur show.frm my stressful life.thanks a lot.ur doing,1
394,Because I always feel like I have to do certain things to be a proper adult and therefore I never really feel relaxed,1
395,it really is! I feel relaxed & happy,1
396,Glad I didn't put a bet on today! It's great to feel relaxed after the games are over instead of wanting to kill someone,1
397,I feel so much more relaxed knowing he took me to his fam and they accepted me ,1
398,I'm volunteering with an animal shelter right now and I feel so relaxed just sitting in a warm room with two cats who give zero fucks.,1
399,I feel semi relaxed today knowing we're not playing.  Weird Saturday feels. Not used to dry Saturday palms & a normal heart rate.  ,1
400,I feel so good and relaxed right now.,1
401,Had an awesome time at charltonhousespahotel I feel sooooo relaxed!! And yes I'm wearing a… https://www.instagram.com/p/BQqMEErBI0_/ ,1
402,i feel so relaxed rn.,1
403,But I feel a lot more relaxed then when I woke up this morning. So all is good now.,1
404,Some days I just have to get in the car and drive to the beach because it's the only place I really think clearly and feel relaxed ,1
405,I'm taking a break from school until august and I already feel so much more relaxed,1
406,i'm in a spa and i feel so relaxed i need this,1
407,I just feel so relaxed.... haha,1
408,IM HAPPY HAPPY HAPPY TODAY I ve slept and I feel fresh and relaxed I love youu,1
409,#WhenIDrinkWine I feel relaxed ,1
410,me too. I do miss the madness at times but as I travel back from the south I feel relaxed.,1
411,I'll go sailing this night. A passing meteor is beautiful. The palm leaves sway. I feel relaxed.,1
412,I'm at peace and body feels so relaxed,1
413,I'll go swimming this evening. A faint star shines brightly. It is unusually quiet. I feel relaxed.,1
414,I feel so relaxed after watching this :) http://fb.me/3aBKpYZKQ ,1
415,Just downloaded the @YogaStudioApp and did 30 mins in my bedroom. I feel so relaxed and slightly like a noodle now. It's so good! ,1
416,result: I'm always relaxed at work and feels like I just started my day. Doing this for more than a year now,1
417,I made an evolution to feel relaxed with the bad smell in the animation shop or the Comicket other way round.×.4,1
418,"Me: lets go on twitter for some relief from the stress of exams
This post: *first thing on my tl*
Me: Ah yes I feel so happy and relaxed  https://twitter.com/hahahahppy/status/832761140274831363 …",1
419,"I like having my window open when it rains, the sound of rain makes me feel relaxed idk lol",1
420,I feel so relaxed when I look into those beady eyes. ♪,1
421,Always the way. I bet your body relaxed. Hope you feel better soon.,1
422,I feel so relaxed & ready for bed,1
423,Came home from the gym and I feel so relaxed. That steam room puts in work.,1
424,I feel so relaxed after a long day,1
425,"#grado-Lord Lounge Chair#
I feel relaxed and comfortable once I saw it.How about you?
Tell me if you think so. pic.twitter.com/52yHTc4Fx2",1
426,I feel so relaxed right now ,1
427,"Oh God.I feel so relaxed while re-watching WFKBJ",1
428,Laying in bed with my headphone on listening to gospel music  I feel so relaxed right now!,1
429,"UPDATE: found a bathtub, soaked for a long time so all this god damn negativity can leave my body. Thank u sea salt I feel relaxed& detoxed",1
430,I feel so relaxed and happy atm,1
431,I did literally nothing today but pack and fuck around on my phone idk whether to feel relaxed or gross for being lazy,1
432,Right now I feel the most relaxed I've felt in a week. It's beautiful,1
433,"I repeat most of your Twitter over lords are mad,they are reasons our usless politician are doing what is wrong nd still feel relaxed",1
434,But on the other hand I feel so refreshed & relaxed,1
435,I feel so relaxed right now.,1
436,".@flySFO continues to be my favorite airport. I don't think I feel as relaxed at any other airport, which is great before a red eye ",1
437,I took a bath now I'm ready for bed. That epsom salt always makes me feel so relaxed,1
438,"Liverpool not playing this weekend, I actually feel relaxed for a brief moment",1
439,It was a bad day and I needed a walk close to the sea to calm and feel better. The faces of relaxed and happy... http://fb.me/1c7hCRror ,1
440,"Soooooooooo I got a massage today and now I am SUPER SORE. I don't think that should be the outcome..I needed to feel relaxed not ""PAINED"".",1
441,That shower was everything. I feel so much better and a little relaxed,1
442,I'm so relaxed right now . I literally feel like I'm floating . My back feels amazing,1
443,I sound high but really I'm just so zen lately this week has been really good and I feel calm and relaxed which never happens??,1
444,I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/OtFe6EOLuw,1
445,Drawing and playing music just puts me in state of mind where I can just forget about of the shit in my life and feel relaxed.,1
446,"damn I'm so relaxed rn, I feel great. it bout to be a long night ",1
447,A night home with my little monkey was just what I needed. I feel so relaxed.,1
448,i can feel my body burning in this tanning bed but i am way too relaxed to get out :/,1
449,"wow five mins ago i was relatively happy & relaxed, then i got curious abt going to a gay bar nearby, then i lost interest & now i feel Bad",1
450,"- really tired, just relaxed. ""I'm glad to hear that. I feel as though you can relate to me too, even if my way isn't as -",1
451,"Having an actual desk space has made me feel so relaxed, I forgot what being focused felt like",1
452,"i feel that overwatch was more relaxed and ppl goofed off more when it released,, its still fun but not as fun as it was when i 1st got it",1
453,"Actually, I feel more relaxed. Not as angry now. Now, I just want to eat. Yes, it sucks being a woman some times. DAMN you Aunt FLO!",1
454,Enjoying my new mind set and out look of life. I feel very relaxed ,1
455,I swear watching the sunset makes me feel so relaxed,1
456,There is literally no Ed Sheeran song that I don't like. His music is always so pretty and I feel relaxed listening to him.,1
457,I haven't relaxed in my apartment on a Friday in so long  it feels weird,1
458,"Well an instrumental version of ""Colors of the Wind"" just came on this station and I feel v relaxed.",1
459,I feel so relaxed,1
460,i dunno why but whenever i drink milk it makes me feel very relaxed,1
461,"i feel so relaxed, i love being at home and baths and takeaways and my dog :))))",1
462,19) for me having work to do actually makes me feel relaxed bc its so normal for me now when i have nothing to do i'm Lost,1
463,Sitting in my favourite chair with my favourite cat curled up on my lap and I truly feel relaxed right now,1
464,I love rainy days. They always make me feel relaxed and refreshed.,1
465,I went shopping with a friend today and she always makes me feel so relaxed its weird,1
466,"Now that I've eaten I need relaxed physical contact with someone, and to make someone feel good... hopefully that will be it.",1
467,"I honestly didn't know what to do, in the meantime I was so relaxed I made myself better. Hope you feel better soon.",1
468,After my floatation session I feel thoroughly relaxed to the point that I think most of my bones have fallen out,1
469,Oh this is so cool!!! Have fun my dear and I hope you feel relaxed! Dress whatever makes you feel good! Oh I'd love to join you!,1
470,Now that was yoga! I feel so refreshed and relaxed ,1
471,"Can't feel relaxed when I know all I have in my bank account is £4, no social life for me this weekend",1
472,"Anime makes me feel happy, excited, silly and relaxed. It sparks my curiosity to the point where I can't look away. #CRMillionpic.twitter.com/zxDvkwhCoi",1
473,Omg like why do I feel so damn relaxed and tired. lol just wanna sleep,1
474,"In Pretoria and it's a cool evening,on stage in a bit, Midrand tomorrow,carnival city Sunday, I feel so relaxed and amped for this",1
475,Finally I feel relaxed enough and with free time to post. One of my exams has been delayed .… https://www.instagram.com/p/BQn6yKxjvGK/ ,1
476,I try to. Writing helps me to feel calm and relaxed. Sometimes when I am book reading I think of things to write about.,1
477,This raining soundtrack playing is actually soothing me! I feel relaxed! ,1
478,Sometimes u gotta give up I'm given up and I feel relaxed,1
479,I feel relaxed when I'm in the studio I be focused ,1
480,yeah these ones are more relaxed I feel. You'll be fine,1
481,"I love taking baths ! Way more than showers, it makes me feel so rejuvenated and relaxed.",1
482,Such a beautiful day and some beautiful weather. I feel relaxed already https://www.instagram.com/p/BQnvDYFF2oL/ ,1
483,Good morning I'm sure she will be ok no new employee today so she will feel relaxed wont see till next Thursday,1
484,I feel fresh with you. No baggage. Relaxed. I feel like a brand new person.,1
485,After that shower I feel relaxed ,1
486,"Dear @karanjohar  please watch it.It will make you feel good and relaxed!
 I PROMISE
https://youtu.be/kOO8f8y2Ik0 ",1
487,"These 'casual' tasting cakes look absolutely delicious. Love how relaxed it makes me feel, I am sure the couples... http://fb.me/6boeNO6qh ",1
488,"I feel more relaxed and positive after 1.5 days of DSN program. Also,  HBD Anandji.  #srisri #DSNTransforms #aolanandji @itsmesnehilpic.twitter.com/tTxWiVYrV9",1
489,I feel so relaxed and happy,1
490,@AromaThai Loved loved loved the foot massage from #AromaThai Made me feel the most relaxed I have felt in a long long time. Thank you.,1
491,"Am I the only one that feels there is a more relaxed feeling to the squad this week, as if a weight has been lifted?",1
492,Sometimes the most relaxed I feel all day is after going to the bathroom; truly a weight has been lifted from me. http://ift.tt/2leK4KB ,1
493,I've been curled up on the sofa in my comfies reading for hours with the sun shining in on me. I feel happy and relaxed ,1
494,I feel confidence as I am with my respectable friends. I feel relaxed just the way I am with my loving friends.,1
495,I'd love to feel relaxed and refreshed after my 6 hour coach trip today!Have a lovely weekend x  #RandomActOfKindnessDay,1
496,i feel like i havent relaxed in weeks my limbs might pop out of their sockets any moment now,1
497,Reading makes me feel so relaxed and happy and then I take a break for a while and everything comes back and I'm crying now k thnx @ life,1
498,"It's been about 4 years since I've laid in bed and relaxed ALL day, by myself, and I feel strongly that tomorrow is that day.",1
499,"I feel really relaxed and re-energized, but I also realized that I was overly exhausted prior to. Definitely not going to do that again.",1
500,I feel relaxed reading your ily's  #bby #babe #mahalkows ,1
501,@Chilam_bazz no. I don't agree.....i feel really relaxed when my collegue says #Boss_Gone,1
502,"“I love wearing my slippers at home, so it’s nice being able to wear them at school. It makes me feel relaxed and helps me to learn.”",1
503,Now I have an outfit for Hannah wants I feel relaxed,1
504,"now that I know her name I feel like my anxiety has disappeared which has never happened before, I'm oddly relaxed...",1
505,I feel so relaxed right now ,1
506,ok im feeling way more relaxed i feel like this is it,1
507,I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/gNIrCG5mph,1
508,Spa morning in Cardiff on my day off; I feel amazing! Best way to spend annual leave #relaxed #workLifeBalance,1
509,It was a bad day and I needed a walk close to the sea to calm and feel better. The faces of relaxed and happy... http://fb.me/43sh3t0jS ,1
510,Will I feel more balanced and relaxed as a result of this work diet? Will everything get done? http://ellemag.co/AeLn0A9 ,1
511,Will I feel more balanced and relaxed as a result of this work diet? Will everything get done? http://ellemag.co/AeLn0A9 ,1
512,had a full body massage and I feel so relaxed ,1
513,@Divyanka_T mam i have send u a gift in sj studio pls check and reply so that i may feel relaxed that my efforts have reached you well. pic.twitter.com/a1yM8dR51N,1
514,"lol now that's i'm past my probationary period, i feel more relaxed",1
515,I don't know how girls feel relaxed after going to the salon. My stress increases by thirty percent ,1
516,"I didn't come to school today but it's okay. I feel relaxed and I have spent more time w/ my kids. Thank you, Lord. ",1
517,"I feel like I'm so used to packing and traveling that I'm relaxed about it
But stressed b/c I should be forgetting something...hm",1
518,"To feel relaxed, peaceful and happy, repeat ""I release all my issues"" inwardly as you exhale. #PhilipArnold",1
519,it's a friday night and I don't feel relaxed or at ease like normal. That's just not fair at all.,1
520,My body is so calm and relaxed because I had such a good workout. I forgot how good it feels to not be a fatass,1
521,I feel so relaxed,1
522,I feel relaxed hearing the rain,1
523,So I joined yoga so I could feel relaxed fuck that it's hard work ,1
524,Omg that shower dead ass relaxed my entire body like I feel amazing,1
525,"""For a person who has battled with anxieties I now feel happy and relaxed everyday, and life is just fabulous"" http://buff.ly/2lLQZKp  #altypic.twitter.com/5DKEyCsllJ",1
526,I'm at a club by myself and I feel super relaxed cause i have no drama to deal with,1
527,i am so relaxed n unphased lately ion gaf bout shit i been releasin material since 2010 fuk how u feel bout my music,1
528,"I'm worried. I'm starting to feel more relaxed the more this dullard spouts off.

Or maybe it's just the wine.",1
529,"I feel that I am high, laying way down low. — feeling relaxed",1
530,"Laying down in my bed & my body feels so relaxed, I couldn't ask for anything better than this lol",1
531,I love how Buckles is just as confused as the rest of us lol it makes me feel relaxed~,1
532,I feel so relaxed rn,1
533,i feel so relaxed and relieved i am tired now,1
534,"#CornerOfMyHeart This is the corner where I do my work, teach my kids and feel relaxed and rekindled ! pic.twitter.com/8Y2egHCPQe",1
535,that was probably the best bubble bath i've ever taken. i feel so relaxed wow,1
536,That bathe was everything tho I feel so relaxed ,1
537,"Nowadays I trust my own guidance
and feel freer and more relaxed
enjoy my blog post
https://palmyhealing.com/the-importance-of-being-in-the-flow/ …
#freedom #relaxed #trust #peace",1
538,Everything just seems right today since the class is postpone to next week. I feel relaxed. ,1
539,Is it normal for my arms to be hurting & I'm simply laying in bed? Lol. I should feel relaxed :p,1
540,"Just got out the tub, I feel so relaxed",1
541,Today was my day off from the gym and I feel refueled relaxed and ready for tomorrow,1
542,I had a nice bubble bath tonight. Feel so relaxed and refreshed,1
543,I think he's my soulmate... Seriously this guy has walked right into my life and makes me feel so comfy and relaxed that I feel I'm home.,1
544,Today was such a good day. Got a lot done and I'm still super relaxed. Kind of forgot what this feels like.,1
545,I finally got pills for my anxiety and I feel too relaxed this is not something I'm used to ,1
546,When I got off I popped a muscle relaxer I feel so damn good right now man like soooo relaxed. About to eat these noodles then KO ,1
547,listening to The Weeknd and J Cole and Herb rn and I feel so relaxed man,1
548,I've managed to finish all my assignments so far this semester not at the last minute & I feel so much more relaxed??? wow @ me,1
549,I Feel Well Relaxed . . I Should Have All The Energy Tomorrow At Work,1
550,Watching busted while I'm in bed makes me feel so relaxed and happy ,1
551,I feel soooo relaxed,1
552,Basil makes me feel invigorated yet relaxed.  I wash my hands more just to smell it :) #MrsMeyersCrowd #sponsoredpic.twitter.com/jWio344G0V,1
553,Finally in bed omg  I feel so relaxed,1
554,"RP is done for the night. I feel much more relaxed than I was 8 hours ago, lol. I'm still very happy and excited for what's to come. ",1
555,beautiful ....I feel so relaxed looking at this,1
556,Work has me so stressed out I can't even come home and feel relaxed cause I'm already thinking bout tomorrow smh,1
557,"When I’m by your side. It’s strange, but I feel relaxed -AKB48 : tobenai agehachou-",1
558,lol im relaxed just feel weird right now. You literally are doing the same thing I supposedly did.,1
559,"For dinner I had hummus, curried pumpkin and baby bok choi. My insides feel relaxed",1
560,"Thanks. I feel super relaxed now, Doc. https://twitter.com/neiltyson/status/832352653053095937 …",1
561,I love that!! I feel so up beat after today's press conference. He owned that room and seemed genuinely relaxed. At his best.,1
562,luke's voice is literally the most beautiful voice i've ever heard. it makes me feel safe and relaxed,1
563,This new t shirt is supposed to be a 'relaxed fit' but i feel kinda stressed out wearing it #falseadvertising,1
564,why ain't you let me know he was on there? I'm trynna feel relaxed and watch him do his thing?!?,1
565,- eyes as the band starts playing the slightly Caribbean beat. I love it. It makes me feel more relaxed and reminds me of why this song -,1
566,Done with the Chiropractor for today ... ahh i feel so relaxed.,1
567,"fan art will ensue.Also I will make these as digitalpaintings really, I tend to feel relaxed when I paint for long periods of time.",1
568,anxiety at an all time high. but i feel relaxed?,1
569,I made an evolution to feel relaxed with the bad smell in the animation shop or the Comicket other way round.×.4,1
570,I still have a lot to do today this is the first time I feel relaxed in days,1
571,Sand. Wind. Ocean. Salt. Air. That combination has me feeling all so relaxed I feel exhausted. A… https://www.instagram.com/p/BQlstUEA8Q1/ ,1
572,"I agree with @jodyizm. After making that transition from 16gb to 128gb, I feel so relaxed. No need to delete anything ",1
573,I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/ZVHA6JeMzt,1
574,Been stressed/down most the week. But after #bootcamp and a choir rehearsal now I feel more relaxed! pic.twitter.com/FxCbvIGeOx,1
575,I just got out of the shower and I feel so comfortable and relaxed and I do not wanna work tonight,1
576,i feel so relaxed now knowing its finished lmao,1
577,Just got the epidural I finally feel relaxed went all the way to 7cm with no medication.,1
578,I won't feel relaxed until about 8:45am tomorrow when my supervisor is finished ripping my lesson plan apart :),1
579,So I easily have slept for the past 12 hours or so and I feel so relaxed Then I find out some shit news and it ruins my mood ,1
580,"Wow I love watching YouTuber's nightly routine videos, makes me feel so relaxed lol",1
581,Will I feel more balanced and relaxed as a result of this work diet? Will everything get done? http://ellemag.co/fzUS7Pc ,1
582,Will I feel more balanced and relaxed as a result of this work diet? Will everything get done? http://ellemag.co/fzUS7Pc ,1
583,It's a rather quiet afternoon. The sun twinkles brightly. Another day in paradise. I feel relaxed.,1
584,music was the only way I could feel relaxed.,1
585,I FRIDAY FEELS I The weekends almost here.....This image from the #penthouse @bannisterspavilion evokes a relaxed... http://fb.me/7B09ebVS3 ,1
586,"If my drawing tablet and Illustrator was a place, I would live there right now. Only time I feel relaxed.",1
587,BARFF. i feel like tomi lahren is probs popular there too. shes a physical manifestation of every single person i hated at RBC,1
588,like its the kind of tired where ur whole body feels it like its sore and relaxed I gotta die,1
589,Showers after a good workout are my fav I feel so relaxed,1
590,@realDonaldTrump That poor Katie Tur on msnbc. I now just feel sorry for her. Doesn't get how nice the relaxed coffee table press talk was.,1
591,@jeffreylord @CNN   If you think he looked relaxed I feel sad about the family you grew up in.   He is mentally unstable.,1
592,so I couldn't sleep bc stress frm exams lol?? n did like 80% of a mfm paper n now I feel so proud of myself n relaxed enough to sleep I hope,1
593,I know what u feel so I advise u to cry or do any thing until u feel completely relaxed ,1
594,Relaxed to the point that it feels like I'm in a semi coma ,1
595,"I sometimes feel like my parents are too relaxed, I literally tattooed my finger and my mum said it was 'naughty but funny'",1
596,"Tried sensory deprivation at @justfloat last night. I wasn't sure what to expect, but honestly I felt so amazing and I still feel relaxed. pic.twitter.com/A8Dse833aK",1
597,"my creativity, and it feels so good. and i feel like i'm way more relaxed, like i let go on a lot of things through out spreads",1
598,"Amazingly, I managed to feel relaxed as I touched @ImWalkerBait's face and felt her soft lips press into mine. The serenity didn't last--",1
599,i feel relaxed staring at it,1
600,"I can't really describe how relieved and relaxed I feel after this funeral. Like I'm floating. Not happy, just okay with things",1
601,"Suddenly I feel cleaner and very, very relaxed.  Thanks Dr. Lee!!",1
602,"it was massive! i loved it there, so chilled and relaxed, i think it was the cats, you couldn't not feel happy in there! but now",1
603,Nature because when I look at it I feel relaxed.,1
604,I feel so relaxed it's unreal. never been so happy to get a 0 before,1
605,"Couldn't agree with @DarcyNYT more! Adding the backseat shot to my wedding shoots lately. There's a relaxed, vintage feel I <3 pic.twitter.com/GdI9WRQpcb",1
606,I feel kinda weird like I'm not quite anxious or stressed but I'm not relaxed either idk how to explain how I'm feeling cos I'm not sure??!,1
607,"Hi dear♡ I'm glad you slept well :) I'm good, thank you :) I bought flowers on the way to home. flowers makes me feel relaxed♡",1
608,I finally get to see my dad relaxed and feel better now,1
609,i feel relaxed now,1
610,"My heart feels relaxed having known that Jubilee will win the upcoming elections,oh! How happy I am.!#NASAFlagbearer",1
611,i love @jasminethompson her renditions  makes me feel relaxed all the time. lov you girl! ,1
612,I feel more relaxed and more aware,1
613,Happening Today at 6:30 & I feel relaxed just anticipating this great event. Everyone is welcome! http://fb.me/1JRIMLgI0 ,1
614,Aghhhh shet i need to be more tensed/pressured/anxious/worried...why do i feel this chill/relaxed? Have i lost it? ,1
615,"#CornerOfMyHeart Feel Very Relaxed,Just Love To Sit There Specially In Morning When I Take Tea And Read News Paper. pic.twitter.com/FOzPZ860MD",1
616,"today i honestly feel so good, rn i'm relaxed and nobody can ruin this day",1
617,Feels good to be back to what I know. I actually feel relaxed. That's my best friend.,1
618,hahaha I feel very relaxed now ,1
619,"I feel like this Saturday should be a ""Treat-Yo-Self"" Saturday. Any ideas on how to spend it? I've never relaxed before in my life ¯\_(ツ)_/¯",1
620,amazing how my body feels so relaxed... mind too. I actually feel powerful,1
621,God I want to feel that relaxed https://twitter.com/cdbda17582bf407/status/829801899771715584 …,1
622,"I've listen to that album about 5 times already and this is my favorite SOAD album so far, it always made me feel relaxed pic.twitter.com/ysJSkREzfS",1
623,But then now I just got done praying so I feel somewhat relaxed. I'm gonna take a nap and hope that the rest of my day isn't as shitty,1
624,it is omg i feel so relaxed so nice so cool,1
625,"I just wanna feel relaxed, right now. ",1
626,"woah you stopped
nice hahahahahahahah
i feel relaxed",1
627,I feel so relaxed rn ,1
628,I feel relaxed with my spouse on this sofa cum bed pic.twitter.com/AHB0AVY45Q,1
629,#dctravchat I do feel happiest and most relaxed when I'm in nature. Usually a forest. pic.twitter.com/Ha0X1yivVQ,1
630,I feel so relaxed today ☆,1
631,I'd feel a lot more relaxed...  https://twitter.com/HuffPostSA/status/832146513522544641 …,1
632,"Greatest study break ever, I feel very relaxed.",1
633,"Detroit, MI&the  I grew up in is my REAL HOME! Home is where U feel comfortable,relaxed,love,your things are safe&positivity.This ISN'T IT",1
634,"The kitchen corner of my home.
Cooking makes me feel happy & relaxed.
I love to try out new recipes.
#CornerOfMyHeartpic.twitter.com/Xnfao02oW5",1
635,@Zoella just want to say how much I loved your new video and how relaxed and happier you make me feel about myself. Thank you so much  pic.twitter.com/KEnk0rLJ53,1
636,when I feel boring than I like sleeping more an more until I have relaxed. only sleep is real.,1
637,"I'm sorry Kay, hope you feel better, listen to some Beatles maybe to help get relaxed",1
638,I feel so unbelievably relaxed right now you have no idea,1
639,I feel so relaxed and ready to go to bed now (I have to be up in like 5 hours ),1
640,"- while laying down and kinda listening to the sounds while I feel relaxed, it helps me sleep when I'm having trouble",1
641,I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/Ct3cr3EAuk,1
642,"Certainly not. Have you seen how ""relaxed"" people get when it's a half day of work? I feel procrastination would become a common occurrence. https://twitter.com/juusiku1/status/832110817537556480 …",1
643,shout out to stoychoff putting me on to this relaxing music while doing my homework.. I feel ease and relaxed.. and im done.,1
644,"I tried to take it easy this week but I don't feel relaxed, I just feel behind",1
645,I forgot what it feels like to be relaxed .,1
646,Just had another very successful mediation session. My whole body feels relaxed and overall I just feel amazing.,1
647,Never got the hype for lush bath bombs until tonight. Oh my god I'm so relaxed and it made me feel magical thank you babe @JonesPatrickkkk ,1
648,i usually feel so relaxed and great but those catcalls and comments and bits of harassment here and there from men really ruin it for me,1
649,Today was one of those lazy unproductive days. Feel relaxed but like crap cause I didn't do anything lol.,1
650,I love @myahtbh because I feel like everything she says is a more relaxed version of what I'm screeching mad crazy like lmao,1
651,I downloaded an app for meditation and it actually works. Well the one for sleep I feel so relaxed,1
652,"I know how it feels. I hope you're feeling a little relaxed today. If so, I'll happily DM you. I'll just follow for now-",1
653,"It feel like , when I finally lay down .... I'm not all the way relaxed , like my body is tryna catch up with itself .",1
654,I feel sooo relaxed,1
655,I'm in the bath watching shameless with a face and hair mask on ... I feel so relaxed ,1
656,"Her voice and music makes me feel so much respect for myself, i know my worth, im so relaxed",1
657,My hair feels so relaxed after I wash it which makes me feel relaxed,1
658,"i just woke up, saw it and now i feel so relaxed. i'm in love",1
659,"Did some deep breathing for 5 min with the help of a newly downloaded app, & I'm honestly surprised at how radiant and relaxed I feel.",1
660,"*overheard a girl talking to her mom on the phone* ""This semester is GREAT! I'm having so much fun & feel v relaxed!"" Damn girl wish I was u",1
661,I can't speak for everyone but I feel pretty relaxed https://twitter.com/mensfitness/status/832054444367945728 …,1
662,"Yoga was great tonight, I feel 1000x more relaxed AND my KitchenAid spiralizer plus came in today. I can't wait to try it out!",1
663,"@ItsMoiSaly I feel relaxed after ""Accounting"".",1
664,Agree. I feel like the STs are much more relaxed and the feedback is much more useful than a letter #MTMSchat,1
665,I feel really relaxed and happy when I get Internet back.,1
666,I feel so relaxed on the days I get to go home early,1
667,I feel like watching a baby come out of a vagina is stressful  my c section the room was so quiet and relaxed,1
668,"I can tell when I didn't have my coffee for the day, I'm drinking some now and I feel so relaxed.",1
669,"Today I took a rest day, fed my body only nutritious food, worked, & relaxed & it's exactly what I needed to feel better. The little things",1
670,I need some vacations... I'm so stressed... This pic makes me feel relaxed,1
671,"in the last 22 days, I've jogged 147 miles and if I had to describe how I currently feel in one word, it'd be: relaxed. #WhatAnxiety",1
672,"I feel like we all, minority or not, would be so happy and relaxed if she was Madam President right now. @HillaryClintonhttps://twitter.com/casey_clemmons/status/831708444436602880 …",1
673,I feel so relaxed but so not me rn and its weird,1
674,Been up and down all day and now that I'm in class my body is relaxed and I feel so sleepy ,1
675,Currently doing a hot oil treatment and a face mask and I feel relaxed. But I'm not gonna feel so relaxed trying to get this shit off,1
676,I feel like chilling with the vibe so relaxed so at ease,1
677,I'll be surfing this night. A passing meteor is obscured by clouds. The ocean crashes on the shore. I feel relaxed.,1
678,I feel so relaxed,1
